true,pred,frac
0.0,0,0.23733068
0.0,0,0.648051
1.0,1,0.8057114
1.0,0,0.41640288
0.0,0,0.2833684
0.0,1,0.7782072
1.0,1,0.87381476
0.0,0,0.04820638
0.0,0,0.5954054
0.0,0,0.654516
1.0,0,0.6708525
1.0,1,0.77924854
1.0,0,0.5760154
1.0,1,0.7625168
0.0,0,0.07613848
0.0,0,0.6713299
0.0,0,0.65012306
0.0,0,0.3082046
0.0,0,0.5322691
1.0,1,1.0000001
1.0,1,0.7442706
1.0,0,0.63519347
1.0,0,0.64501303
0.0,0,0.066513464
0.0,0,0.20512313
0.0,0,0.25930166
1.0,1,0.9477348
0.0,0,0.4575317
0.0,0,0.23855802
0.0,1,0.74361455
0.0,0,0.34501556
1.0,1,0.90298426
0.0,0,0.1391602
1.0,0,0.60732114
1.0,1,0.8302002
1.0,0,0.27227432
1.0,1,1.0
1.0,1,0.8911009
0.0,0,0.6684224
0.0,0,0.35946804
0.0,0,0.36184657
1.0,0,0.66015315
0.0,0,0.24959856
0.0,0,0.40926364
0.0,0,0.48870218
1.0,1,0.71368515
0.0,0,0.6034112
0.0,0,0.30258018
0.0,0,0.35292783
1.0,0,0.07254137
0.0,0,0.2199413
1.0,1,0.7786685
1.0,0,0.67937624
1.0,0,0.21478578
0.0,0,0.4090947
1.0,0,0.6280556
0.0,0,0.5220871
0.0,1,0.8098671
0.0,0,0.60345244
1.0,1,0.81179285
0.0,0,0.36907673
1.0,0,0.2539672
1.0,1,0.72590727
0.0,1,0.7159052
0.0,0,0.25790185
0.0,0,0.072287925
0.0,0,0.5604339
0.0,0,0.13612022
0.0,0,0.585167
1.0,0,0.5294019
0.0,0,0.30491403
0.0,0,0.3454404
0.0,0,0.4920274
0.0,0,0.2803467
0.0,0,0.11648363
1.0,0,0.68762726
0.0,0,0.22092211
0.0,0,0.40926364
0.0,0,0.35500604
1.0,1,0.79559946
0.0,0,0.4072309
0.0,0,0.35069245
1.0,1,0.7837833
0.0,0,0.36266246
1.0,0,0.5217192
1.0,0,0.33180666
0.0,0,0.59992623
1.0,1,0.84333646
0.0,0,0.5085426
0.0,0,0.5918648
0.0,0,0.3644156
0.0,0,0.6357487
0.0,0,0.017335221
1.0,1,0.7732343
1.0,0,0.26149
0.0,1,0.81392294
0.0,0,0.59644496
0.0,0,0.62542695
0.0,0,0.40618742
0.0,0,0.65102065
0.0,0,0.3380521
0.0,0,0.40525308
0.0,0,0.20440277
0.0,1,0.7591227
1.0,1,0.8929927
0.0,0,0.5857269
1.0,0,0.67937624
0.0,0,0.40124398
0.0,0,0.41184908
1.0,1,0.8930354
0.0,0,0.21451591
0.0,0,0.3902026
1.0,0,0.53055036
0.0,0,0.32512802
1.0,1,0.85769737
0.0,0,0.19067073
0.0,0,0.18913954
1.0,1,0.8568152
0.0,0,0.5426283
0.0,1,0.73188376
0.0,0,0.47952175
0.0,0,0.107301876
0.0,0,0.37197918
0.0,0,0.26152027
0.0,0,0.18041787
0.0,0,0.12112723
1.0,0,0.6356317
1.0,0,0.6105598
0.0,0,0.66074276
0.0,0,0.13749856
0.0,0,0.5102535
1.0,0,0.58587104
0.0,0,0.61656225
0.0,0,0.450395
1.0,1,0.8180219
1.0,1,0.73007286
1.0,0,0.6406787
1.0,1,1.0000001
0.0,0,0.4509598
1.0,0,0.4094296
1.0,1,0.7786685
0.0,0,0.47586912
0.0,0,0.66669714
1.0,0,0.6053547
1.0,0,0.6751833
0.0,0,0.50081396
0.0,0,0.58861125
0.0,0,0.4194625
0.0,0,0.41774026
1.0,0,0.5814304
1.0,0,0.023607824
1.0,0,0.51664805
0.0,1,0.8953181
0.0,0,0.56261146
0.0,0,0.41885847
0.0,0,0.59061646
0.0,0,0.5715394
1.0,0,0.66002077
0.0,0,0.53933424
0.0,0,0.43313852
1.0,0,0.35472414
1.0,1,0.9157537
1.0,0,0.33180666
1.0,0,0.10131548
1.0,0,0.56932276
0.0,0,0.6198536
1.0,1,1.0000001
0.0,1,0.79468024
1.0,0,0.5450772
1.0,1,0.72463053
0.0,1,0.848389
0.0,1,0.6921005
1.0,1,0.87462455
0.0,1,0.7035867
0.0,0,0.17576146
0.0,0,0.37316006
0.0,0,0.47444674
0.0,0,0.19555978
0.0,0,0.40926364
0.0,0,0.4145804
0.0,0,0.43286437
0.0,0,0.31348827
0.0,0,0.40892398
0.0,0,0.51463634
0.0,1,0.80623573
0.0,0,0.26896447
0.0,0,0.15069242
1.0,1,0.73112226
0.0,0,0.6651335
0.0,1,0.80494726
1.0,0,0.5848701
0.0,0,0.0062714554
1.0,0,0.35561603
1.0,1,0.74570566
0.0,0,0.46565688
1.0,1,0.69887656
0.0,0,0.20820418
0.0,0,0.65059364
0.0,0,0.25874546
1.0,1,0.8568152
1.0,1,0.77669036
0.0,0,0.13269544
1.0,1,0.74561745
1.0,0,0.10971479
0.0,1,0.73957896
0.0,0,0.40556252
0.0,0,0.35511488
1.0,1,1.0
0.0,0,0.5151684
1.0,1,0.9086008
0.0,0,0.26396853
0.0,0,0.23041645
0.0,1,0.7203459
1.0,0,0.35760126
0.0,0,0.12127386
0.0,0,0.119364485
1.0,0,0.52491987
0.0,0,0.47669104
1.0,1,0.9611589
1.0,0,0.560228
1.0,0,0.59338784
0.0,0,0.3481874
1.0,1,0.7395813
1.0,1,0.82269883
0.0,0,0.33527946
0.0,0,0.4777301
0.0,0,0.4966403
0.0,0,0.36940926
0.0,0,0.37655264
0.0,0,0.6879039
1.0,1,0.96922493
0.0,1,1.0
0.0,0,0.50014716
1.0,1,0.8383325
1.0,0,0.61444205
0.0,1,0.8647602
1.0,0,0.16912971
1.0,0,0.20866248
0.0,0,0.06466685
1.0,1,0.7591127
0.0,0,0.61591434
0.0,0,0.40317097
0.0,0,0.21699399
0.0,0,0.674464
1.0,0,0.5618609
1.0,0,0.6432935
0.0,0,0.40658286
0.0,0,0.055402197
0.0,0,0.5170746
1.0,0,0.5192965
0.0,0,0.14561357
1.0,1,1.0000001
0.0,1,0.73625135
0.0,0,0.50316036
0.0,0,0.26191688
1.0,1,0.87366515
0.0,0,0.2168988
0.0,1,0.758668
0.0,0,0.4779257
0.0,0,0.55503994
1.0,0,0.36326388
0.0,0,0.32883582
0.0,1,0.7085113
1.0,0,0.21160296
0.0,0,0.55677855
1.0,0,0.4720273
0.0,0,0.35312372
0.0,0,0.46811163
0.0,0,0.33353812
0.0,0,0.582
0.0,0,0.09052606
0.0,0,0.29016113
0.0,0,0.5571605
1.0,1,0.800285
0.0,0,0.6304157
0.0,0,0.5076661
0.0,0,0.43638968
1.0,0,0.27731878
1.0,0,0.5513052
0.0,0,0.21609111
1.0,0,0.18127
0.0,0,0.08094628
1.0,0,0.40313327
0.0,0,0.6216548
0.0,0,0.5669739
1.0,0,0.32609558
0.0,0,0.39590383
0.0,0,0.5756472
1.0,0,0.6656877
1.0,0,0.6318099
0.0,0,0.58836114
1.0,0,0.5543132
1.0,1,0.90211046
0.0,0,0.2855308
0.0,0,0.21379156
0.0,0,0.3740093
1.0,0,0.4195413
1.0,0,0.3074545
1.0,1,0.87524605
0.0,0,0.25675818
0.0,0,0.45915353
0.0,0,0.63763154
1.0,0,0.63726467
0.0,1,0.84487015
0.0,0,0.68158513
1.0,1,0.8558138
0.0,0,0.11846836
0.0,0,0.21108016
0.0,0,0.38764733
0.0,0,0.3861407
0.0,1,0.6904617
1.0,0,0.6730329
1.0,1,0.99999994
0.0,0,0.37850168
1.0,0,0.26920214
0.0,0,0.5235111
0.0,0,0.52001673
1.0,1,0.8568152
1.0,0,0.38205704
0.0,0,0.21150717
0.0,0,0.37717104
0.0,0,0.6423937
1.0,0,0.26703602
0.0,0,0.6782335
0.0,0,0.051359866
0.0,0,0.16809511
1.0,1,1.0000001
1.0,1,0.8183612
0.0,0,0.444258
1.0,0,0.47873127
1.0,1,0.8568152
1.0,0,0.3871305
0.0,0,0.5448408
1.0,0,0.40806502
1.0,1,0.72654617
0.0,0,0.4274575
0.0,0,0.15894361
0.0,0,0.5783495
0.0,0,0.21693783
1.0,1,0.87478876
1.0,0,0.33889037
0.0,0,0.3010024
1.0,1,0.8699144
0.0,1,0.7371603
0.0,0,0.46395907
0.0,0,0.4052797
0.0,0,0.6517261
0.0,0,0.33936733
1.0,1,0.79635614
1.0,0,0.4370418
1.0,0,0.5593421
0.0,0,0.6023945
0.0,0,0.43258184
0.0,1,0.75652456
1.0,0,0.47298875
0.0,0,0.24686316
0.0,0,0.66595775
1.0,1,0.9521922
0.0,0,0.20680632
1.0,0,0.18797058
0.0,0,0.25687483
0.0,0,0.18334673
0.0,0,0.631777
1.0,1,0.87988174
0.0,0,0.26825348
0.0,0,0.5779313
1.0,1,0.76465577
1.0,1,0.72354674
1.0,1,0.76591384
0.0,1,0.8501853
1.0,0,0.66669714
1.0,0,0.28946415
0.0,0,0.39382583
0.0,0,0.60229796
1.0,1,0.7969341
0.0,1,0.71439797
0.0,0,0.60138685
0.0,0,0.14615446
0.0,0,0.43859404
1.0,1,0.8835671
1.0,1,0.8769201
0.0,0,0.19755527
1.0,0,0.5719346
0.0,0,0.5783495
0.0,0,0.32850552
1.0,1,0.8244615
1.0,1,0.7087493
1.0,0,0.52917355
0.0,0,0.054441765
0.0,0,0.33439124
0.0,0,0.54072887
0.0,0,0.4429338
0.0,0,0.316978
0.0,0,0.21716455
0.0,0,0.4224253
0.0,0,0.43869734
0.0,0,0.07861886
0.0,0,0.3610203
0.0,0,0.17172545
0.0,0,0.33872944
