true,pred,frac
1.0,0,0.34943512
0.0,0,0.582501
0.0,0,0.34560806
1.0,0,0.59194875
0.0,0,0.2568338
1.0,1,0.8316305
1.0,0,0.5148213
1.0,0,0.36478868
0.0,0,0.22540376
1.0,0,0.44650203
1.0,0,0.6310893
0.0,0,0.27228868
0.0,1,0.6967532
0.0,0,0.4127392
0.0,0,0.33811373
0.0,0,0.3425722
0.0,0,0.5313811
1.0,1,0.7422159
0.0,0,0.5583852
0.0,0,0.4092683
1.0,1,0.8383325
1.0,0,0.5563616
0.0,0,0.3897899
1.0,0,0.4210498
1.0,0,0.49152282
0.0,0,0.36777312
1.0,0,0.41345417
0.0,0,0.52992696
0.0,0,0.36306036
0.0,0,0.18875483
0.0,0,0.6735555
1.0,0,0.6212328
1.0,0,0.57798636
0.0,0,0.41001332
0.0,0,0.4497094
0.0,0,0.41315192
1.0,0,0.4916307
0.0,0,0.44498155
1.0,0,0.6833313
0.0,1,0.7206874
0.0,0,0.5494829
0.0,0,0.2443381
1.0,0,0.6740527
0.0,0,0.4328889
0.0,0,0.3018263
0.0,0,0.5423593
0.0,0,0.30135858
1.0,0,0.493679
0.0,0,0.30987415
0.0,1,0.736633
1.0,0,0.45228904
0.0,0,0.5191565
1.0,0,0.47292602
0.0,0,0.3252485
0.0,0,0.53514653
0.0,0,0.48255536
0.0,0,0.6207429
0.0,0,0.42971677
0.0,0,0.30449378
0.0,0,0.61783314
1.0,0,0.5536148
0.0,0,0.5616812
0.0,0,0.6378847
0.0,0,0.34867698
1.0,0,0.41122842
1.0,0,0.5147063
0.0,0,0.30274168
1.0,0,0.46850297
0.0,0,0.09720767
1.0,0,0.40755555
0.0,0,0.4884076
0.0,0,0.49731097
1.0,0,0.492284
0.0,0,0.38138902
0.0,0,0.488729
1.0,0,0.5383657
1.0,1,0.69471157
0.0,0,0.13847743
1.0,0,0.43459293
1.0,0,0.6551214
0.0,0,0.3915594
0.0,0,0.4114465
0.0,0,0.42098758
1.0,1,0.8194593
1.0,0,0.4912694
1.0,1,0.7376085
0.0,0,0.30920547
0.0,0,0.42910203
0.0,0,0.448654
1.0,1,0.79294825
0.0,0,0.680502
0.0,0,0.6319438
1.0,1,0.8558138
0.0,0,0.53631145
0.0,0,0.33431306
0.0,0,0.48537594
0.0,0,0.5832822
0.0,0,0.63715816
1.0,0,0.6551502
1.0,0,0.5091834
0.0,0,0.32880354
1.0,0,0.39204073
0.0,0,0.4540124
0.0,0,0.48838687
1.0,0,0.41350824
1.0,0,0.43829104
0.0,0,0.44652414
0.0,0,0.2801187
0.0,0,0.6423937
1.0,0,0.55849326
0.0,0,0.5687057
0.0,0,0.24881436
0.0,0,0.3512954
1.0,1,0.88055205
1.0,0,0.66152495
0.0,0,0.34280705
1.0,0,0.65582603
1.0,0,0.673298
1.0,0,0.35176632
0.0,0,0.38621742
1.0,0,0.60533905
1.0,1,0.70661753
0.0,0,0.46690935
0.0,0,0.20460227
0.0,1,0.77835006
0.0,0,0.09406555
1.0,0,0.57365227
1.0,0,0.40995383
0.0,0,0.4025298
1.0,1,0.8768421
0.0,0,0.5158006
0.0,0,0.36451104
0.0,0,0.5026703
0.0,0,0.5217382
0.0,0,0.48888212
1.0,0,0.62412167
1.0,0,0.5693375
1.0,0,0.33036172
0.0,0,0.33831716
0.0,0,0.41580936
0.0,0,0.5467913
1.0,0,0.4584567
0.0,0,0.5294546
0.0,0,0.54161555
1.0,1,0.8108579
0.0,0,0.36072913
1.0,0,0.33697766
0.0,0,0.2857429
0.0,0,0.18942462
0.0,0,0.5741159
1.0,1,0.8413682
0.0,0,0.26309335
0.0,0,0.4783325
1.0,0,0.50268626
1.0,0,0.6899076
1.0,0,0.5937666
0.0,0,0.56772006
1.0,0,0.5184324
1.0,1,0.7910743
0.0,0,0.41118297
0.0,0,0.59727865
1.0,1,0.8120341
0.0,0,0.612489
0.0,0,0.36364096
0.0,0,0.14016779
0.0,0,0.3799923
1.0,1,0.83915514
1.0,1,0.819888
0.0,0,0.25572515
1.0,0,0.6452093
0.0,0,0.5412396
0.0,0,0.23581089
1.0,1,0.73401797
1.0,1,0.70787895
1.0,1,0.69606876
0.0,0,0.3289861
0.0,0,0.23317923
0.0,0,0.41211963
0.0,0,0.5121392
0.0,0,0.5978372
0.0,0,0.41893667
0.0,0,0.5766868
0.0,0,0.43236905
0.0,0,0.07927665
0.0,0,0.2697435
0.0,0,0.1152703
0.0,0,0.2728166
